Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2018-11-09,1.4,1.4,1.4,1.4
2018-11-12,1.4,1.4,1.4,1.4
2018-11-13,1.39,1.39,1.39,1.39
2018-11-14,1.39,1.39,1.39,1.39
2018-11-15,1.39,1.39,1.39,1.39
2018-11-16,1.39,1.39,1.39,1.39
2018-11-19,1.39,1.39,1.39,1.39
2018-11-20,1.39,1.39,1.39,1.39
2018-11-21,1.39,1.39,1.39,1.39
2018-11-22,1.39,1.39,1.39,1.39
2018-11-23,1.39,1.39,1.39,1.39
2018-11-26,1.39,1.39,1.39,1.39
2018-11-27,1.39,1.39,1.39,1.39
2018-11-28,1.39,1.39,1.39,1.39
2018-11-29,1.39,1.39,1.39,1.39
2018-11-30,1.39,1.39,1.39,1.39
2018-12-03,1.39,1.39,1.39,1.39
2018-12-04,1.39,1.39,1.39,1.39
2018-12-05,1.39,1.39,1.39,1.39
2018-12-06,1.39,1.39,1.39,1.39
2018-12-07,1.39,1.39,1.39,1.39
2018-12-10,1.39,1.39,1.39,1.39
2018-12-11,1.38,1.38,1.38,1.38
2018-12-12,1.38,1.38,1.38,1.38
2018-12-13,1.38,1.38,1.38,1.38
2018-12-14,1.38,1.38,1.38,1.38
2018-12-17,1.38,1.38,1.38,1.38
2018-12-18,1.38,1.38,1.38,1.38
2018-12-19,1.38,1.38,1.38,1.38
2018-12-20,1.38,1.38,1.38,1.38
2018-12-21,1.38,1.38,1.38,1.38
2018-12-24,1.38,1.38,1.38,1.38
2018-12-27,1.38,1.38,1.38,1.38
2018-12-28,1.38,1.38,1.38,1.38
2018-12-31,1.38,1.38,1.38,1.38
2019-01-02,1.38,1.38,1.38,1.38
2019-01-03,1.39,1.39,1.39,1.39
2019-01-04,1.39,1.39,1.39,1.39
2019-01-07,1.39,1.39,1.39,1.39
2019-01-08,1.39,1.39,1.39,1.39
2019-01-09,1.39,1.39,1.39,1.39
2019-01-10,1.39,1.39,1.39,1.39
2019-01-11,1.39,1.39,1.39,1.39
2019-01-14,1.39,1.39,1.39,1.39
2019-01-15,1.39,1.39,1.39,1.39
2019-01-16,1.39,1.39,1.39,1.39
2019-01-17,1.39,1.39,1.39,1.39
2019-01-18,1.39,1.39,1.39,1.39
2019-01-21,1.38,1.38,1.38,1.38
2019-01-22,1.38,1.38,1.38,1.38
2019-01-23,1.38,1.38,1.38,1.38
2019-01-24,1.37,1.37,1.37,1.37
2019-01-25,1.37,1.37,1.37,1.37
2019-01-28,1.37,1.37,1.37,1.37
2019-01-29,1.37,1.37,1.37,1.37
2019-01-30,1.37,1.37,1.37,1.37
2019-01-31,1.37,1.37,1.37,1.37
2019-02-01,1.37,1.37,1.37,1.37
2019-02-04,1.37,1.37,1.37,1.37
2019-02-05,1.37,1.37,1.37,1.37
2019-02-06,1.37,1.37,1.37,1.37
2019-02-07,1.37,1.37,1.37,1.37
2019-02-08,1.37,1.37,1.37,1.37
2019-02-11,1.38,1.38,1.38,1.38
2019-02-12,1.38,1.38,1.38,1.38
2019-02-13,1.38,1.38,1.38,1.38
2019-02-14,1.38,1.38,1.38,1.38
2019-02-15,1.38,1.38,1.38,1.38
2019-02-18,1.38,1.38,1.38,1.38
2019-02-19,1.37,1.37,1.37,1.37
2019-02-20,1.37,1.37,1.37,1.37
2019-02-21,1.37,1.37,1.37,1.37
2019-02-22,1.37,1.37,1.37,1.37
2019-02-25,1.37,1.37,1.37,1.37
2019-02-26,1.37,1.37,1.37,1.37
2019-02-27,1.37,1.37,1.37,1.37
2019-02-28,1.37,1.37,1.37,1.37
2019-03-01,1.37,1.37,1.37,1.37
2019-03-04,1.37,1.37,1.37,1.37
2019-03-05,1.38,1.38,1.38,1.38
2019-03-06,1.38,1.38,1.38,1.38
2019-03-07,1.38,1.38,1.38,1.38
2019-03-08,1.38,1.38,1.38,1.38
2019-03-11,1.38,1.38,1.38,1.38
2019-03-12,1.38,1.38,1.38,1.38
2019-03-13,1.38,1.38,1.38,1.38
2019-03-14,1.38,1.38,1.38,1.38
2019-03-15,1.38,1.38,1.38,1.38
2019-03-18,1.38,1.38,1.38,1.38
2019-03-19,1.38,1.38,1.38,1.38
2019-03-20,1.38,1.38,1.38,1.38
2019-03-21,1.38,1.38,1.38,1.38
2019-03-22,1.38,1.38,1.38,1.38
2019-03-25,1.38,1.38,1.38,1.38
2019-03-26,1.38,1.38,1.38,1.38
2019-03-27,1.38,1.38,1.38,1.38
2019-03-28,1.38,1.38,1.38,1.38
2019-03-29,1.38,1.38,1.38,1.38
2019-04-01,1.38,1.38,1.38,1.38
2019-04-02,1.38,1.38,1.38,1.38
2019-04-03,1.38,1.38,1.38,1.38
2019-04-04,1.38,1.38,1.38,1.38
2019-04-05,1.38,1.38,1.38,1.38
2019-04-08,1.38,1.38,1.38,1.38
2019-04-09,1.38,1.38,1.38,1.38
2019-04-10,1.38,1.38,1.38,1.38
2019-04-11,1.38,1.38,1.38,1.38
2019-04-12,1.38,1.38,1.38,1.38
2019-04-15,1.38,1.38,1.38,1.38
2019-04-16,1.38,1.38,1.38,1.38
2019-04-17,1.38,1.38,1.38,1.38
2019-04-18,1.38,1.38,1.38,1.38
2019-04-23,1.38,1.38,1.38,1.38
2019-04-24,1.38,1.38,1.38,1.38
2019-04-25,1.37,1.37,1.37,1.37
2019-04-26,1.37,1.37,1.37,1.37
2019-04-29,1.37,1.37,1.37,1.37
2019-04-30,1.38,1.38,1.38,1.38
2019-05-02,1.38,1.38,1.38,1.38
2019-05-06,1.37,1.37,1.37,1.37
2019-05-07,1.37,1.37,1.37,1.37
2019-05-08,1.37,1.37,1.37,1.37
2019-05-09,1.37,1.37,1.37,1.37
2019-05-10,1.37,1.37,1.37,1.37
2019-05-13,1.39,1.39,1.39,1.39
2019-05-14,1.4,1.4,1.4,1.4
2019-05-15,1.4,1.4,1.4,1.4
2019-05-16,1.4,1.4,1.4,1.4
2019-05-17,1.4,1.4,1.4,1.4
2019-05-20,1.4,1.4,1.4,1.4
2019-05-21,1.4,1.4,1.4,1.4
2019-05-22,1.4,1.4,1.4,1.4
2019-05-23,1.4,1.4,1.4,1.4
2019-05-24,1.4,1.4,1.4,1.4
2019-05-27,1.4,1.4,1.4,1.4
2019-05-28,1.4,1.4,1.4,1.4
2019-05-29,1.4,1.4,1.4,1.4
2019-05-30,1.4,1.4,1.4,1.4
2019-05-31,1.4,1.4,1.4,1.4
2019-06-03,1.4,1.4,1.4,1.4
2019-06-04,1.4,1.4,1.4,1.4
2019-06-05,1.4,1.4,1.4,1.4
2019-06-06,1.4,1.4,1.4,1.4
2019-06-07,1.4,1.4,1.4,1.4
2019-06-10,1.4,1.4,1.4,1.4
2019-06-11,1.4,1.4,1.4,1.4
2019-06-12,1.4,1.4,1.4,1.4
2019-06-13,1.4,1.4,1.4,1.4
2019-06-14,1.4,1.4,1.4,1.4
2019-06-17,1.4,1.4,1.4,1.4
2019-06-18,1.4,1.4,1.4,1.4
2019-06-19,1.4,1.4,1.4,1.4
2019-06-21,1.4,1.4,1.4,1.4
2019-06-24,1.4,1.4,1.4,1.4
2019-06-25,1.4,1.4,1.4,1.4
2019-06-26,1.4,1.4,1.4,1.4
2019-06-27,1.4,1.4,1.4,1.4
2019-06-28,1.4,1.4,1.4,1.4
2019-07-01,1.4,1.4,1.4,1.4
2019-07-02,1.4,1.4,1.4,1.4
2019-07-03,1.4,1.4,1.4,1.4
2019-07-04,1.4,1.4,1.4,1.4
2019-07-05,1.4,1.4,1.4,1.4
2019-07-08,1.4,1.4,1.4,1.4
2019-07-09,1.4,1.4,1.4,1.4
2019-07-10,1.4,1.4,1.4,1.4
2019-07-11,1.4,1.4,1.4,1.4
2019-07-12,1.4,1.4,1.4,1.4
2019-07-15,1.4,1.4,1.4,1.4
2019-07-16,1.4,1.4,1.4,1.4
2019-07-17,1.4,1.4,1.4,1.4
2019-07-18,1.4,1.4,1.4,1.4
2019-07-19,1.4,1.4,1.4,1.4
2019-07-22,1.4,1.4,1.4,1.4
2019-07-23,1.4,1.4,1.4,1.4
2019-07-24,1.4,1.4,1.4,1.4
2019-07-25,1.4,1.4,1.4,1.4
2019-07-26,1.4,1.4,1.4,1.4
2019-07-29,1.4,1.4,1.4,1.4
2019-07-30,1.4,1.4,1.4,1.4
2019-07-31,1.4,1.4,1.4,1.4
2019-08-01,1.4,1.4,1.4,1.4
2019-08-02,1.4,1.4,1.4,1.4
2019-08-05,1.4,1.4,1.4,1.4
2019-08-06,1.4,1.4,1.4,1.4
2019-08-07,1.4,1.4,1.4,1.4
2019-08-08,1.4,1.4,1.4,1.4
2019-08-09,1.4,1.4,1.4,1.4
2019-08-12,1.41,1.41,1.41,1.41
2019-08-13,1.41,1.41,1.41,1.41
2019-08-14,1.4,1.4,1.4,1.4
2019-08-16,1.4,1.4,1.4,1.4
2019-08-19,1.4,1.4,1.4,1.4
2019-08-20,1.4,1.4,1.4,1.4
2019-08-21,1.4,1.4,1.4,1.4
2019-08-22,1.4,1.4,1.4,1.4
2019-08-23,1.4,1.4,1.4,1.4
2019-08-26,1.4,1.4,1.4,1.4
2019-08-27,1.4,1.4,1.4,1.4
2019-08-28,1.4,1.4,1.4,1.4
2019-08-29,1.4,1.4,1.4,1.4
2019-08-30,1.4,1.4,1.4,1.4
2019-09-02,1.4,1.4,1.4,1.4
2019-09-03,1.4,1.4,1.4,1.4
2019-09-04,1.4,1.4,1.4,1.4
2019-09-05,1.4,1.4,1.4,1.4
2019-09-06,1.4,1.4,1.4,1.4
2019-09-09,1.4,1.4,1.4,1.4
2019-09-10,1.4,1.4,1.4,1.4
2019-09-11,1.4,1.4,1.4,1.4
2019-09-12,1.4,1.4,1.4,1.4
2019-09-13,1.4,1.4,1.4,1.4
2019-09-16,1.4,1.4,1.4,1.4
2019-09-17,1.4,1.4,1.4,1.4
2019-09-18,1.4,1.4,1.4,1.4
2019-09-19,1.4,1.4,1.4,1.4
2019-09-20,1.4,1.4,1.4,1.4
2019-09-23,1.4,1.4,1.4,1.4
2019-09-24,1.4,1.4,1.4,1.4
2019-09-25,1.4,1.4,1.4,1.4
2019-09-26,1.4,1.4,1.4,1.4
2019-09-27,1.4,1.4,1.4,1.4
2019-09-30,1.4,1.4,1.4,1.4
2019-10-01,1.4,1.4,1.4,1.4
2019-10-02,1.4,1.4,1.4,1.4
2019-10-03,1.4,1.4,1.4,1.4
2019-10-04,1.4,1.4,1.4,1.4
2019-10-07,1.4,1.4,1.4,1.4
2019-10-08,1.4,1.4,1.4,1.4
2019-10-09,1.4,1.4,1.4,1.4
2019-10-10,1.4,1.4,1.4,1.4
2019-10-11,1.4,1.4,1.4,1.4
2019-10-14,1.4,1.4,1.4,1.4
2019-10-15,1.4,1.4,1.4,1.4
2019-10-16,1.4,1.4,1.4,1.4
2019-10-17,1.4,1.4,1.4,1.4
2019-10-18,1.4,1.4,1.4,1.4
2019-10-21,1.4,1.4,1.4,1.4
2019-10-22,1.4,1.4,1.4,1.4
2019-10-23,1.4,1.4,1.4,1.4
2019-10-24,1.4,1.4,1.4,1.4
2019-10-25,1.4,1.4,1.4,1.4
2019-10-28,1.4,1.4,1.4,1.4
2019-10-29,1.4,1.4,1.4,1.4
2019-10-30,1.4,1.4,1.4,1.4
2019-10-31,1.4,1.4,1.4,1.4
2019-11-04,1.4,1.4,1.4,1.4
2019-11-05,1.4,1.4,1.4,1.4
2019-11-06,1.4,1.4,1.4,1.4
2019-11-07,1.4,1.4,1.4,1.4
2019-11-08,1.4,1.4,1.4,1.4
2019-11-12,1.4,1.4,1.4,1.4
2019-11-13,1.4,1.4,1.4,1.4
2019-11-14,1.4,1.4,1.4,1.4
2019-11-15,1.4,1.4,1.4,1.4
2019-11-18,1.4,1.4,1.4,1.4
2019-11-19,1.4,1.4,1.4,1.4
2019-11-20,1.4,1.4,1.4,1.4
2019-11-21,1.4,1.4,1.4,1.4
2019-11-22,1.4,1.4,1.4,1.4
2019-11-25,1.4,1.4,1.4,1.4
2019-11-26,1.4,1.4,1.4,1.4
2019-11-27,1.4,1.4,1.4,1.4
2019-11-28,1.4,1.4,1.4,1.4
2019-11-29,1.4,1.4,1.4,1.4
2019-12-02,1.4,1.4,1.4,1.4
2019-12-03,1.4,1.4,1.4,1.4
2019-12-04,1.4,1.4,1.4,1.4
2019-12-05,1.4,1.4,1.4,1.4
2019-12-06,1.4,1.4,1.4,1.4
2019-12-09,1.4,1.4,1.4,1.4
2019-12-10,1.4,1.4,1.4,1.4
2019-12-11,1.4,1.4,1.4,1.4
2019-12-12,1.4,1.4,1.4,1.4
2019-12-13,1.4,1.4,1.4,1.4
2019-12-16,1.4,1.4,1.4,1.4
2019-12-17,1.4,1.4,1.4,1.4
2019-12-18,1.4,1.4,1.4,1.4
2019-12-19,1.39,1.39,1.39,1.39
2019-12-20,1.39,1.39,1.39,1.39
2019-12-23,1.39,1.39,1.39,1.39
2019-12-27,1.39,1.39,1.39,1.39
2019-12-30,1.39,1.39,1.39,1.39
2020-01-02,1.39,1.39,1.39,1.39
2020-01-03,1.39,1.39,1.39,1.39
2020-01-07,1.39,1.39,1.39,1.39
2020-01-08,1.39,1.39,1.39,1.39
2020-01-09,1.38,1.38,1.38,1.38
2020-01-10,1.38,1.38,1.38,1.38
2020-01-13,1.38,1.38,1.38,1.38
2020-01-14,1.38,1.38,1.38,1.38
2020-01-15,1.38,1.38,1.38,1.38
2020-01-16,1.38,1.38,1.38,1.38
2020-01-17,1.38,1.38,1.38,1.38
2020-01-20,1.38,1.38,1.38,1.38
2020-01-21,1.38,1.38,1.38,1.38
2020-01-22,1.38,1.38,1.38,1.38
2020-01-23,1.38,1.38,1.38,1.38
