DATE;WIG20;WHV20(21);WIV20;WIV20(CALL);WIV20(PUT)
2012-10-15;2377.22;0.1232;0.1911;0.1757;0.2055
2012-10-16;2397.98;0.126;0.1886;0.1767;0.1949
2012-10-17;2391.57;0.1263;0.1867;0.173;0.1973
2012-10-18;2397.93;0.1255;0.1876;0.1766;0.197
2012-10-19;2350.25;0.1375;0.194;0.1799;0.2087
2012-10-22;2350.61;0.1373;0.197;0.1791;0.219
2012-10-23;2310.25;0.1484;0.2006;0.1784;0.2147
2012-10-24;2321.53;0.1477;0.2059;0.1858;0.2219
2012-10-25;2328.61;0.1444;0.2119;0.1828;0.2266
2012-10-26;2320.08;0.1414;0.2069;0.1823;0.2234
2012-10-29;2316.38;0.1413;0.2152;0.183;0.2367
2012-10-30;2323.32;0.1341;0.2163;0.1847;0.232
2012-10-31;2317.56;0.134;0.2042;0.195;0.2119
2012-11-02;2345.99;0.142;0.2027;0.1817;0.2256
2012-11-05;2343.9;0.1397;0.1996;0.1859;0.2136
2012-11-06;2342.79;0.1238;0.2027;0.1797;0.2137
2012-11-07;2325.15;0.1254;0.1972;0.1871;0.2123
2012-11-08;2338.06;0.1233;0.2056;0.183;0.2203
2012-11-09;2323.97;0.1214;0.2001;0.1831;0.2122
2012-11-12;2335.02;0.1231;0.1995;0.1827;0.2136
2012-11-13;2354.3;0.1248;0.1924;0.1796;0.1989
2012-11-14;2366.77;0.1264;0.1919;0.1795;0.2025
2012-11-15;2371.77;0.1225;0.1885;0.1803;0.1978
2012-11-16;2367.74;0.1223;0.1815;0.1753;0.1912
2012-11-19;2404.36;0.134;0.1886;0.1789;0.1939
2012-11-20;2404.88;0.1117;0.1762;0.1714;0.1881
2012-11-21;2385.95;0.116;0.1814;0.1721;0.1866
2012-11-22;2374.31;0.098;0.1793;0.1699;0.2
2012-11-23;2398.39;0.102;0.1746;0.1628;0.1882
2012-11-26;2405.82;0.102;0.1728;0.1627;0.179
2012-11-27;2407.06;0.1003;0.1698;0.1651;0.1737
2012-11-28;2401.54;0.1006;0.1699;0.1619;0.1801
2012-11-29;2410.79;0.1008;0.1651;0.1589;0.1712
2012-11-30;2421.54;0.1;0.1619;0.1551;0.1666
2012-12-03;2442.58;0.0961;0.1661;0.1592;0.1751
2012-12-04;2457.52;0.0966;0.1584;0.1526;0.1613
2012-12-05;2468.85;0.0964;0.1523;0.1458;0.1616
2012-12-06;2485.44;0.09;0.1464;0.1379;0.1536
2012-12-07;2450.74;0.1077;0.149;0.1405;0.1614
2012-12-10;2476.53;0.1068;0.1497;0.1439;0.1567
2012-12-11;2512.64;0.114;0.1459;0.1371;0.1692
2012-12-12;2525.4;0.1128;0.1455;0.135;0.1536
2012-12-13;2518.8;0.1145;0.1729;0.1442;0.1974
2012-12-14;2536.8;0.1153;0.1436;0.1341;0.152
2012-12-17;2551.53;0.1142;0.2075;0.149;0.2562
2012-12-18;2575.81;0.1081;0.1549;0.1419;0.1708
2012-12-19;2602.51;0.1102;0.1617;0.1437;0.1891
2012-12-20;2593.73;0.1051;0.164;0.1578;0.1742
2012-12-21;2583.06;0.1043;0.1645;0.1452;0.1737
2012-12-27;2600.67;0.1024;0.16;0.1486;0.1792
2012-12-28;2582.98;0.109;0.1712;0.1545;0.1827
2013-01-02;2626.21;0.1177;0.166;0.1456;0.1816
2013-01-03;2628.36;0.116;0.1616;0.1421;0.1776
2013-01-04;2601.73;0.1266;0.1636;0.146;0.1795
2013-01-07;2578.48;0.1339;0.1651;0.1467;0.1772
2013-01-08;2562.63;0.1359;0.163;0.1542;0.1787
2013-01-09;2567.59;0.1352;0.1647;0.1512;0.183
2013-01-10;2573.62;0.1349;0.1685;0.1524;0.1781
2013-01-11;2557.93;0.1365;0.1768;0.1519;0.1878
2013-01-14;2560.14;0.1244;0.1671;0.1553;0.188
2013-01-15;2532.42;0.1282;0.1722;0.1531;0.1819
2013-01-16;2565.15;0.1261;0.1687;0.1582;0.1847
2013-01-17;2567.16;0.1252;0.169;0.155;0.181
2013-01-18;2572.14;0.1247;0.1673;0.1536;0.179
2013-01-21;2573.67;0.1226;0.1658;0.1513;0.1795
2013-01-22;2566.6;0.1217;0.1661;0.1572;0.1778
2013-01-23;2558.39;0.1174;0.1615;0.1537;0.1713
2013-01-24;2568.63;0.112;0.1589;0.15;0.1649
2013-01-25;2542.32;0.1167;0.1621;0.1538;0.1677
2013-01-28;2521.5;0.119;0.1622;0.1532;0.1762
2013-01-29;2524.36;0.1158;0.1606;0.1488;0.172
2013-01-30;2496.15;0.1194;0.1594;0.151;0.1667
2013-01-31;2492.76;0.099;0.1578;0.1538;0.1609
2013-02-01;2499.19;0.0999;0.1541;0.1501;0.1571
2013-02-04;2469.73;0.1018;0.1629;0.1675;0.1589
2013-02-05;2485.25;0.1032;0.162;0.1518;0.1756
2013-02-06;2455.47;0.1084;0.1588;0.1527;0.1761
2013-02-07;2467.45;0.1102;0.1595;0.1524;0.1715
2013-02-08;2495.42;0.1187;0.1582;0.1523;0.1629
2013-02-11;2497.88;0.1177;0.161;0.1514;0.1645
2013-02-12;2470.48;0.1224;0.1614;0.1555;0.1731
2013-02-13;2471.21;0.1178;0.1593;0.1547;0.1686
2013-02-14;2456.36;0.107;0.16;0.1531;0.1714
2013-02-15;2467.63;0.109;0.1622;0.159;0.1708
2013-02-18;2476.01;0.1098;0.1615;0.1551;0.1714
2013-02-19;2477.19;0.1098;0.1594;0.1537;0.1688
2013-02-20;2443.16;0.1175;0.166;0.1603;0.1737
2013-02-21;2436.47;0.1175;0.1659;0.1632;0.171
2013-02-22;2437.24;0.1157;0.1753;0.1756;0.1722
2013-02-25;2454.92;0.1167;0.16;0.1555;0.1635
2013-02-26;2428.57;0.1189;0.1698;0.1639;0.1722
2013-02-27;2450.36;0.1243;0.1586;0.1536;0.1711
2013-02-28;2452.01;0.1191;0.1627;0.1589;0.1673
2013-03-01;2452.86;0.1192;0.1662;0.1604;0.1733
2013-03-04;2438.97;0.1197;0.174;0.1739;0.1761
2013-03-05;2477.68;0.1267;0.1728;0.1642;0.1811
2013-03-06;2481.36;0.1249;0.1664;0.1623;0.1732
2013-03-07;2474.7;0.1174;0.1724;0.1666;0.1781
2013-03-08;2490.7;0.1183;0.1699;0.1663;0.1747
2013-03-11;2479.2;0.1126;0.1755;0.1692;0.1835
2013-03-12;2482.39;0.1126;0.1746;0.1665;0.1844
2013-03-13;2473.95;0.1063;0.1849;0.1771;0.1908
2013-03-14;2498.84;0.1118;0.2206;0.2281;0.2023
2013-03-15;2486.3;0.1111;0.17;0.1598;0.1746
2013-03-18;2453.9;0.1198;0.1726;0.1616;0.1775
2013-03-19;2421.94;0.127;0.1754;0.1662;0.1823
2013-03-20;2422.61;0.127;0.1669;0.1607;0.1805
2013-03-21;2395.82;0.1238;0.1711;0.1625;0.1797
2013-03-22;2370.02;0.1284;0.1779;0.1676;0.1932
2013-03-25;2339.48;0.1345;0.1824;0.164;0.1933
2013-03-26;2353.41;0.1335;0.1733;0.1661;0.1941
2013-03-27;2385.27;0.1397;0.1788;0.1612;0.196
2013-03-28;2370.07;0.1362;0.1711;0.1628;0.18
2013-04-02;2375.67;0.1367;0.1733;0.1593;0.1864
2013-04-03;2336.45;0.1463;0.1778;0.1629;0.1872
2013-04-04;2342.64;0.1467;0.1787;0.1621;0.1912
2013-04-05;2346.37;0.1325;0.1765;0.1606;0.1877
2013-04-08;2344.72;0.1319;0.1727;0.1632;0.1763
2013-04-09;2347.1;0.1325;0.1696;0.163;0.1745
2013-04-10;2370.51;0.136;0.1681;0.1601;0.1708
2013-04-11;2409.02;0.1502;0.1676;0.159;0.1737
2013-04-12;2397.08;0.1503;0.1688;0.1555;0.1758
2013-04-15;2350.08;0.1631;0.1645;0.1613;0.1687
2013-04-17;2304.59;0.1668;0.1695;0.1642;0.1743
2013-04-18;2269.22;0.1717;0.1751;0.1651;0.182
2013-04-19;2277.71;0.1707;0.1781;0.1655;0.1869
2013-04-22;2278.07;0.1675;0.1763;0.1666;0.1835
2013-04-23;2273.47;0.1671;0.1768;0.1658;0.1892
2013-04-24;2286.71;0.1671;0.1754;0.1665;0.1862
2013-04-25;2288.09;0.1643;0.1745;0.1636;0.1886
2013-04-26;2294.06;0.1595;0.1757;0.1711;0.185
2013-04-29;2303.18;0.1586;0.1738;0.1684;0.1819
2013-04-30;2319.15;0.1524;0.1724;0.1645;0.1881
2013-05-02;2305.9;0.1522;0.1754;0.172;0.181
2013-05-06;2339.22;0.1614;0.187;0.1676;0.1907
2013-05-07;2347.82;0.151;0.1751;0.1664;0.1793
2013-05-08;2367.91;0.1535;0.1689;0.1631;0.1779
2013-05-09;2348.95;0.1563;0.1699;0.1634;0.1757
2013-05-10;2338.16;0.1572;0.1683;0.1602;0.1811
2013-05-13;2354.34;0.1591;0.1663;0.1594;0.1817
2013-05-14;2386.81;0.1625;0.1643;0.1611;0.1719
2013-05-15;2408.86;0.1556;0.1622;0.1548;0.1703
2013-05-16;2390.32;0.157;0.1632;0.1569;0.1693
2013-05-17;2391.07;0.1395;0.1627;0.1555;0.1692
2013-05-20;2376.78;0.1209;0.163;0.1576;0.1682
2013-05-21;2370.32;0.1052;0.1637;0.158;0.1701
2013-05-22;2371.95;0.1052;0.1681;0.1679;0.1693
2013-05-23;2359.42;0.108;0.1669;0.1591;0.1702
2013-05-24;2384.58;0.1115;0.1707;0.1611;0.1784
2013-05-27;2451.06;0.1418;0.177;0.165;0.1864
2013-05-28;2469.37;0.1422;0.1665;0.162;0.1718
2013-05-29;2463.37;0.1437;0.1658;0.1568;0.1707
2013-05-31;2485.5;0.145;0.1704;0.1517;0.1823
2013-06-03;2443.65;0.1612;0.1739;0.1679;0.177
2013-06-04;2462.92;0.1593;0.1761;0.17;0.1773
2013-06-05;2461.51;0.1543;0.174;0.17;0.185
2013-06-06;2446.29;0.1571;0.1809;0.1733;0.1919
2013-06-07;2488.84;0.1645;0.1844;0.183;0.1857
2013-06-10;2503.41;0.1604;0.1853;0.1703;0.1995
2013-06-11;2484.11;0.1627;0.1841;0.1764;0.1941
2013-06-12;2481.6;0.1625;0.191;0.1861;0.1933
2013-06-13;2472.75;0.1584;0.1926;0.1836;0.1961
2013-06-14;2478.43;0.156;0.1953;0.1881;0.2023
2013-06-17;2463.37;0.1549;0.2167;0.2029;0.2291
2013-06-18;2455.15;0.1558;0.1958;0.1826;0.2073
2013-06-19;2413.4;0.1669;0.2551;0.2358;0.2692
2013-06-20;2297.91;0.241;0.366;0.3906;0.3137
2013-06-21;2233.64;0.2584;0.2162;0.2136;0.2206
2013-06-24;2244.27;0.2596;0.2188;0.2104;0.2211
2013-06-25;2246.69;0.2556;0.2273;0.2045;0.2414
2013-06-26;2246.66;0.2306;0.2322;0.2263;0.2352
2013-06-27;2177.02;0.2452;0.2472;0.2311;0.2615
2013-06-28;2245.64;0.2772;0.2547;0.2324;0.2687
2013-07-01;2237.25;0.2728;0.2329;0.2191;0.2547
2013-07-02;2284.76;0.2835;0.2483;0.2343;0.2699
2013-07-03;2262.92;0.2814;0.2393;0.2338;0.2415
2013-07-04;2287.54;0.2859;0.2459;0.2299;0.2609
2013-07-05;2253.49;0.2887;0.2498;0.2332;0.2626
2013-07-08;2223.28;0.2796;0.2343;0.2254;0.2495
2013-07-09;2218.77;0.2769;0.2338;0.2202;0.279
2013-07-10;2244.63;0.2833;0.2497;0.237;0.2674
2013-07-11;2279.09;0.2917;0.2327;0.2286;0.2344
2013-07-12;2302.81;0.296;0.2302;0.2216;0.2603
2013-07-15;2305.78;0.2957;0.2197;0.2136;0.2518
2013-07-16;2303.05;0.2957;0.2254;0.209;0.2618
2013-07-17;2309.79;0.2964;0.2342;0.2096;0.2512
2013-07-18;2300.33;0.2919;0.2308;0.2083;0.2516
2013-07-19;2313.31;0.2371;0.229;0.2177;0.2405
2013-07-22;2311.49;0.2127;0.2287;0.2109;0.2428
2013-07-23;2327.28;0.2132;0.2169;0.2034;0.2405
2013-07-24;2324.17;0.2134;0.2253;0.2088;0.2438
2013-07-25;2317.8;0.2139;0.2191;0.2059;0.2331
2013-07-26;2291.1;0.1838;0.2306;0.2071;0.2394
2013-07-29;2299.26;0.1512;0.2249;0.2049;0.2428
2013-07-30;2307.79;0.1504;0.22;0.2034;0.2376
2013-07-31;2326.59;0.1349;0.2206;0.2063;0.2369
2013-08-01;2351.14;0.1332;0.2162;0.1977;0.2425
2013-08-02;2401.85;0.1466;0.2008;0.1906;0.2263
2013-08-05;2405.73;0.1323;0.2026;0.1853;0.2264
2013-08-06;2366.74;0.1371;0.1882;0.1824;0.2158
2013-08-07;2380.01;0.1362;0.1992;0.1863;0.2272
2013-08-08;2406.4;0.1357;0.1957;0.1861;0.213
2013-08-09;2414.28;0.1285;0.1889;0.1799;0.1987
2013-08-12;2440.05;0.1287;0.191;0.1783;0.2037
2013-08-13;2442.3;0.1288;0.1843;0.1738;0.1944
2013-08-14;2461.22;0.1291;0.1765;0.1717;0.183
2013-08-16;2445.6;0.1333;0.1707;0.1656;0.1765
2013-08-19;2438.83;0.1325;0.2091;0.1687;0.2139
2013-08-20;2405.32;0.1441;0.2024;0.1729;0.2051
2013-08-21;2383.15;0.149;0.1884;0.1724;0.1898
2013-08-22;2420.68;0.1561;0.1959;0.1834;0.2042
2013-08-23;2417.23;0.1561;0.1974;0.1789;0.213
2013-08-26;2417.91;0.1553;0.1884;0.1791;0.1911
2013-08-27;2367.63;0.1688;0.2123;0.1896;0.2228
2013-08-28;2361.85;0.1692;0.2166;0.196;0.2174
2013-08-29;2367.84;0.169;0.2119;0.2009;0.2175
2013-08-30;2384.22;0.1684;0.2185;0.1943;0.2321
2013-09-02;2394.9;0.1655;0.2119;0.1957;0.2313
2013-09-03;2367.49;0.1527;0.2211;0.197;0.2403
2013-09-04;2308.44;0.1748;0.2499;0.2294;0.2616
2013-09-05;2201.5;0.2319;0.2956;0.2539;0.3227
2013-09-06;2238.98;0.2407;0.3189;0.2681;0.3442
2013-09-09;2290.86;0.2528;0.2958;0.2431;0.321
2013-09-10;2357.25;0.2745;0.2899;0.2515;0.3154
2013-09-11;2380.01;0.2739;0.2727;0.2318;0.2992
2013-09-12;2399.23;0.2758;0.2708;0.2306;0.3075
2013-09-13;2375.44;0.2756;0.2556;0.229;0.2861
2013-09-16;2354.66;0.2763;0.2997;0.2771;0.3334
2013-09-17;2365.36;0.2771;0.2949;0.2827;0.3035
2013-09-18;2363.78;0.2734;0.3287;0.3132;0.3365
2013-09-19;2410.92;0.2806;0.4434;0.2232;0.4998
2013-09-20;2408.16;0.2751;0.2316;0.2025;0.2411
2013-09-23;2388.66;0.2765;0.2353;0.209;0.2524
2013-09-24;2393.06;0.2766;0.2318;0.2028;0.2461
2013-09-25;2407.12;0.2668;0.2242;0.1997;0.2478
2013-09-26;2435.83;0.2693;0.2097;0.1957;0.2393
2013-09-27;2422.46;0.2703;0.2184;0.1937;0.2307
2013-09-30;2391.53;0.2737;0.2181;0.2009;0.2329
2013-10-01;2413.17;0.275;0.2209;0.1963;0.2293
2013-10-02;2412.37;0.2716;0.2219;0.1989;0.2318
2013-10-03;2420.17;0.2542;0.2247;0.1952;0.2328
2013-10-04;2394.59;0.1852;0.2108;0.1929;0.2175
2013-10-07;2380.18;0.1821;0.207;0.1886;0.2183
2013-10-08;2373.23;0.1675;0.208;0.1844;0.2279
2013-10-09;2384.3;0.1363;0.2032;0.1808;0.2293
2013-10-10;2468.7;0.1793;0.1966;0.1717;0.2212
2013-10-11;2489.64;0.1795;0.1843;0.1645;0.212
2013-10-14;2498.77;0.1743;0.1849;0.1659;0.2019
2013-10-15;2490.34;0.1708;0.1789;0.1651;0.1907
2013-10-16;2505.2;0.1711;0.1769;0.165;0.2002
2013-10-17;2474.92;0.1786;0.1812;0.1736;0.2
2013-10-18;2485.13;0.1669;0.1792;0.17;0.2014
2013-10-21;2554.61;0.1897;0.1886;0.1745;0.201
2013-10-22;2544.45;0.1872;0.1843;0.1736;0.2033
2013-10-23;2523.32;0.1913;0.1861;0.1685;0.203
2013-10-24;2551.43;0.1934;0.185;0.167;0.1928
2013-10-25;2537.62;0.1924;0.1882;0.1657;0.2027
2013-10-28;2557.77;0.1914;0.1931;0.1657;0.2109
2013-10-29;2574.6;0.1832;0.1891;0.1881;0.1994
2013-10-30;2553.51;0.1864;0.1878;0.1654;0.203
2013-10-31;2528.97;0.1912;0.1856;0.1653;0.2137
2013-11-04;2548.15;0.192;0.1898;0.1654;0.2077
2013-11-05;2521.41;0.192;0.1896;0.1789;0.1981
2013-11-06;2546.67;0.191;0.2064;0.1702;0.2073
2013-11-07;2527.66;0.1936;0.1933;0.1711;0.2091
2013-11-08;2509.11;0.1968;0.1882;0.1748;0.205
2013-11-12;2503.6;0.1574;0.1912;0.1807;0.1988
2013-11-13;2468.82;0.1626;0.2003;0.1849;0.2133
2013-11-14;2499.23;0.168;0.1936;0.1802;0.2129
2013-11-15;2547.01;0.1799;0.1946;0.1843;0.2106
2013-11-18;2622.25;0.2044;0.1902;0.1747;0.2224
2013-11-19;2600.66;0.2014;0.1861;0.183;0.2007
2013-11-20;2594.99;0.2019;0.1977;0.1722;0.2103
2013-11-21;2581.98;0.18;0.1906;0.1716;0.2117
2013-11-22;2590.48;0.1795;0.1855;0.1733;0.2011
2013-11-25;2615.22;0.1786;0.1901;0.1827;0.2158
2013-11-26;2573.49;0.1854;0.191;0.1751;0.2156
2013-11-27;2590.3;0.1853;0.1987;0.1892;0.2052
2013-11-28;2572.72;0.1854;0.1807;0.1776;0.2056
2013-11-29;2584.68;0.1846;0.1933;0.1766;0.2154
2013-12-02;2535.69;0.1947;0.1898;0.1807;0.2027
2013-12-03;2507.92;0.1955;0.1966;0.1863;0.2166
2013-12-04;2497.76;0.1937;0.2063;0.1858;0.2166
2013-12-05;2478.1;0.1922;0.1989;0.1921;0.2203
2013-12-06;2479.16;0.1882;0.2055;0.1989;0.2198
2013-12-09;2478.77;0.1869;0.213;0.2077;0.2289
2013-12-10;2474.62;0.1854;0.2183;0.2042;0.2391
2013-12-11;2470.2;0.1854;0.2156;0.2074;0.2256
2013-12-12;2440.61;0.1837;0.2227;0.2128;0.2356
2013-12-13;2429.67;0.178;0.2208;0.2054;0.2581
2013-12-16;2433.47;0.1623;0.2651;0.2512;0.2798
2013-12-17;2392.26;0.1239;0.2695;0.2761;0.2633
2013-12-18;2398.49;0.1253;0.375;0.4546;0.2744
2013-12-19;2378.23;0.1262;0.4268;0.4684;0.3331
2013-12-20;2408.84;0.1393;0.2204;0.2055;0.2273
2013-12-23;2414.19;0.1387;0.2179;0.1995;0.2382
2013-12-27;2404.35;0.1304;0.2179;0.2021;0.2357
2013-12-30;2400.98;0.1228;0.2137;0.2042;0.2188
2014-01-02;2430.72;0.1302;0.2136;0.2006;0.2355
2014-01-03;2405.22;0.1323;0.219;0.1977;0.2345
2014-01-07;2349.6;0.1464;0.2168;0.1955;0.2462
2014-01-08;2363.38;0.1404;0.2208;0.2067;0.2378
2014-01-09;2325.54;0.1451;0.2237;0.2185;0.2303
2014-01-10;2327.89;0.1459;0.2211;0.2104;0.2367
2014-01-13;2363.88;0.1587;0.2188;0.2105;0.227
2014-01-14;2377.55;0.1609;0.2163;0.2116;0.2191
2014-01-15;2396.68;0.1646;0.2122;0.2025;0.2129
2014-01-16;2401.87;0.1651;0.2116;0.2012;0.2227
2014-01-17;2376.28;0.1683;0.2046;0.2007;0.205
2014-01-20;2379.22;0.1643;0.2334;0.2011;0.2399
2014-01-21;2411.26;0.1714;0.2101;0.2007;0.2214
2014-01-22;2432.78;0.1744;0.207;0.1974;0.2224
2014-01-23;2406.37;0.1678;0.2109;0.1988;0.225
2014-01-24;2347.44;0.1889;0.2115;0.2019;0.2269
2014-01-27;2318.06;0.1915;0.2203;0.212;0.2284
2014-01-28;2333.83;0.187;0.2201;0.2131;0.2409
2014-01-29;2313.34;0.1882;0.2271;0.2213;0.2435
2014-01-30;2335.89;0.1923;0.2389;0.2291;0.2496
2014-01-31;2355.89;0.1954;0.2367;0.2287;0.2505
2014-02-03;2369.57;0.1911;0.2413;0.2325;0.2534
2014-02-04;2353.8;0.1891;0.245;0.2359;0.2524
2014-02-05;2359;0.1706;0.2475;0.2355;0.258
2014-02-06;2419.47;0.1911;0.2484;0.2381;0.2513
2014-02-07;2420.94;0.1804;0.2401;0.2292;0.2539
2014-02-10;2411.36;0.1816;0.2447;0.224;0.2597
2014-02-11;2443.71;0.1797;0.2386;0.2282;0.2459
2014-02-12;2482.58;0.186;0.2213;0.2059;0.2459
2014-02-13;2489.67;0.1848;0.214;0.1931;0.2356
2014-02-14;2482.75;0.1855;0.2138;0.1918;0.2382
2014-02-17;2481.23;0.1802;0.2052;0.1912;0.2456
2014-02-18;2470.87;0.1815;0.2082;0.1911;0.2328
2014-02-19;2486.13;0.1773;0.2103;0.1905;0.2285
2014-02-20;2462.84;0.179;0.2075;0.1939;0.2271
2014-02-21;2487.72;0.1767;0.2079;0.1929;0.2306
2014-02-24;2526.9;0.1544;0.2032;0.1853;0.22
2014-02-25;2507.06;0.1489;0.1961;0.1788;0.2168
2014-02-26;2478.38;0.1575;0.2161;0.1937;0.2336
2014-02-27;2467.9;0.154;0.2069;0.19;0.2391
2014-02-28;2518.53;0.1639;0.1981;0.1883;0.2169
2014-03-03;2389.89;0.2539;0.2545;0.2368;0.2671
2014-03-04;2442.92;0.2641;0.2631;0.2416;0.2808
2014-03-05;2445.41;0.2624;0.2606;0.2383;0.2785
2014-03-06;2460.03;0.2628;0.2602;0.229;0.2784
2014-03-07;2435.15;0.2515;0.2608;0.2342;0.2819
2014-03-10;2396.97;0.2577;0.2774;0.2478;0.289
2014-03-11;2401.03;0.2575;0.2782;0.2532;0.2891
2014-03-12;2369.49;0.2563;0.2813;0.2708;0.2969
2014-03-13;2339.37;0.251;0.2874;0.2619;0.299
2014-03-14;2341.98;0.2506;0.2827;0.2513;0.3072
2014-03-17;2394.84;0.2657;0.3096;0.2765;0.3374
2014-03-18;2379.45;0.2661;0.2664;0.243;0.2944
2014-03-19;2360.77;0.2668;0.2757;0.2592;0.3133
2014-03-20;2374.37;0.2667;0.3636;0.3157;0.4053
2014-03-21;2365.96;0.2654;0.2272;0.2163;0.2532
2014-03-24;2361.78;0.2618;0.2175;0.2124;0.2492
2014-03-25;2401.61;0.2628;0.2299;0.2095;0.2482
2014-03-26;2424.59;0.2652;0.2158;0.2032;0.2359
2014-03-27;2421.79;0.2627;0.2162;0.1993;0.2319
2014-03-28;2433.74;0.2632;0.2176;0.1936;0.2339
2014-03-31;2462.47;0.2561;0.1997;0.1911;0.2206
2014-04-01;2462.77;0.1736;0.2151;0.1878;0.2339
2014-04-02;2473.45;0.1571;0.2001;0.1857;0.226
2014-04-03;2449.49;0.1611;0.2119;0.1934;0.2291
2014-04-04;2471.5;0.1629;0.1949;0.1756;0.2237
2014-04-07;2453.35;0.1609;0.1812;0.1683;0.2063
2014-04-08;2465.54;0.1502;0.1703;0.1574;0.1924
2014-04-09;2461.76;0.1505;0.1655;0.1565;0.1944
2014-04-10;2470.81;0.141;0.1725;0.1632;0.1846
2014-04-11;2464.12;0.1316;0.1794;0.1681;0.1987
2014-04-14;2440.65;0.1381;0.1849;0.1722;0.1973
2014-04-15;2407.32;0.127;0.1843;0.1774;0.1946
2014-04-16;2395.55;0.1261;0.1926;0.1854;0.2091
2014-04-17;2433.91;0.1334;0.1961;0.1895;0.215
2014-04-22;2459.3;0.1363;0.1865;0.1812;0.2077
2014-04-23;2453.48;0.1358;0.1842;0.1645;0.2004
2014-04-24;2447.34;0.136;0.1792;0.1693;0.1992
2014-04-25;2429.8;0.1276;0.1826;0.1694;0.1992
2014-04-28;2438.23;0.1238;0.1847;0.1733;0.1951
2014-04-29;2451.35;0.1249;0.1831;0.172;0.197
2014-04-30;2439.09;0.1253;0.1828;0.1703;0.197
2014-05-02;2432.06;0.1182;0.1863;0.1709;0.2014
2014-05-05;2405.87;0.1234;0.1877;0.174;0.2011
2014-05-06;2389.3;0.1233;0.1854;0.1796;0.2056
2014-05-07;2389.43;0.1198;0.1889;0.1829;0.2004
2014-05-08;2403.89;0.117;0.188;0.1777;0.2047
2014-05-09;2387.81;0.1166;0.1894;0.177;0.2059
2014-05-12;2412.71;0.1217;0.1874;0.1802;0.2107
2014-05-13;2413.23;0.1218;0.1866;0.1753;0.2012
2014-05-14;2421.49;0.1217;0.186;0.175;0.2011
2014-05-15;2395.56;0.1263;0.1876;0.1807;0.2028
2014-05-16;2392.89;0.1227;0.1901;0.1804;0.2033
2014-05-19;2400.11;0.1139;0.1912;0.1822;0.2117
2014-05-20;2410.16;0.1135;0.1866;0.1789;0.2183
2014-05-21;2415.23;0.0984;0.1919;0.1843;0.2107
2014-05-22;2464.43;0.1164;0.1881;0.1761;0.2038
2014-05-23;2465.52;0.116;0.1804;0.1674;0.1938
2014-05-26;2471.98;0.1159;0.1849;0.1682;0.2119
2014-05-27;2464.15;0.1133;0.1789;0.1662;0.1937
2014-05-28;2448.33;0.1154;0.1801;0.1719;0.196
2014-05-29;2465.3;0.1164;0.181;0.166;0.1978
2014-05-30;2429.51;0.1264;0.1804;0.1686;0.1967
2014-06-02;2440.24;0.127;0.1887;0.173;0.2044
2014-06-03;2446.42;0.1206;0.1799;0.1709;0.1969
2014-06-04;2462.12;0.1186;0.1785;0.1685;0.1988
2014-06-05;2480.85;0.1204;0.1765;0.1672;0.1874
2014-06-06;2498.7;0.121;0.1735;0.1576;0.1877
2014-06-09;2480.62;0.1215;0.1787;0.1677;0.1929
2014-06-10;2499.32;0.1193;0.1795;0.1636;0.1956
2014-06-11;2487.51;0.1213;0.173;0.1642;0.1931
2014-06-12;2476.39;0.1228;0.183;0.1657;0.1929
2014-06-13;2471.82;0.1155;0.1758;0.1597;0.191
2014-06-16;2447.01;0.1222;0.1904;0.181;0.2071
2014-06-17;2464.39;0.1238;0.1897;0.1878;0.1903
2014-06-18;2462.36;0.1236;0.1808;0.1701;0.1855
2014-06-20;2462.13;0.1235;0.179;0.1649;0.1807
2014-06-23;2475.89;0.1033;0.1663;0.1545;0.1775
2014-06-24;2459.77;0.1059;0.1636;0.1496;0.1738
2014-06-25;2421.1;0.1187;0.1683;0.147;0.1753
2014-06-26;2402.82;0.1207;0.1593;0.1511;0.1719
2014-06-27;2399.63;0.1192;0.1555;0.1515;0.1643
2014-06-30;2408.81;0.117;0.1611;0.1536;0.1731
2014-07-01;2404.83;0.1061;0.1568;0.1507;0.1724
2014-07-02;2381.06;0.1094;0.1865;0.1501;0.1886
2014-07-03;2375.52;0.1086;0.1617;0.1527;0.1784
2014-07-04;2363;0.1055;0.1607;0.1486;0.1827
2014-07-07;2378.88;0.1045;0.1593;0.1512;0.1742
2014-07-08;2360.91;0.1006;0.158;0.1513;0.1735
2014-07-09;2343.39;0.1007;0.1628;0.1493;0.174
2014-07-10;2341.18;0.0938;0.1657;0.1519;0.1789
2014-07-11;2372.05;0.1092;0.1577;0.1513;0.1732
2014-07-14;2380.36;0.1107;0.1595;0.1498;0.1772
2014-07-15;2388.34;0.1122;0.1655;0.1504;0.1792
2014-07-16;2397;0.1091;0.159;0.1479;0.1672
2014-07-17;2403.13;0.106;0.1603;0.1464;0.1725
2014-07-18;2393.95;0.1063;0.1598;0.1452;0.1702
2014-07-21;2390.31;0.1063;0.1625;0.1473;0.1753
2014-07-22;2411.61;0.1096;0.1585;0.146;0.1679
2014-07-23;2402.93;0.1083;0.1566;0.1439;0.1769
2014-07-24;2409.2;0.0944;0.1562;0.1475;0.1673
2014-07-25;2406.32;0.0906;0.156;0.1508;0.1688
2014-07-28;2399.93;0.091;0.1563;0.1526;0.1681
2014-07-29;2390.99;0.0908;0.1651;0.1481;0.1944
